User ID,Gender,Age,EstimatedSalary,Purchased
218,Male,56,44336,1
219,Female,48,55992,0
220,Male,35,70350,1
221,Male,53,84561,1
222,Male,19,66955,1
223,Female,31,76240,1
224,Female,30,61607,0
225,Female,46,67870,1
226,Female,29,79110,0
227,Male,56,131895,1
228,Female,19,19426,0
229,Male,49,42606,0
230,Male,30,43151,0
231,Female,44,26308,0
232,Female,58,105306,1
233,Female,34,121984,1
234,Female,57,17204,0
235,Female,48,107769,1
236,Female,51,102265,1
237,Female,41,46131,0
238,Female,52,67428,0
239,Male,23,48870,0
240,Female,36,118547,1
241,Female,47,64067,0
242,Male,24,127217,0
243,Female,27,113934,0
244,Male,58,89707,0
245,Male,49,76215,0
246,Female,51,64429,1
247,Male,45,97152,1
248,Male,32,123048,1
249,Male,47,92240,0
250,Male,54,128688,1
251,Female,46,61473,1
252,Male,39,111762,1
253,Female,21,121956,0
254,Male,37,133452,1
255,Male,49,141311,1
256,Male,53,22006,0
257,Male,21,89218,0
258,Female,44,47430,0
259,Female,34,38091,1
260,Male,29,38989,0
261,Male,39,90451,0
262,Female,34,33990,0
263,Male,27,105270,0
264,Male,18,95360,1
265,Male,39,51081,1
266,Female,43,123272,0
267,Female,35,31241,1
268,Female,31,139932,0
269,Male,46,20939,0
270,Male,29,128000,0
271,Female,53,50063,0
272,Female,52,62118,1
273,Female,29,99703,0
274,Female,24,143557,0
275,Male,46,42076,1
276,Female,28,59605,0
277,Male,50,99565,0
278,Female,23,54121,1
279,Male,32,46433,0
280,Female,49,58309,0
281,Female,28,82468,1
282,Female,40,82293,1
283,Female,43,111258,1
284,Male,51,53405,0
285,Female,51,58527,1
286,Male,46,92227,0
287,Male,21,146564,0
288,Male,34,108344,0
289,Male,52,62153,0
290,Female,30,123042,0
291,Male,58,69110,0
292,Male,56,43328,0
293,Male,32,127911,1
294,Female,46,27867,0
295,Female,46,74234,0
296,Female,28,40851,0
297,Female,49,46279,0
298,Male,19,88402,0
299,Male,31,30449,0
300,Female,37,91221,0
301,Male,39,104080,1
302,Male,28,20451,0
303,Male,44,102178,1
304,Female,20,78761,0
305,Female,34,53870,1
306,Male,45,111566,1
307,Female,46,138749,0
308,Female,38,138765,1
309,Female,33,139881,1
310,Female,54,143389,1
311,Female,37,40372,0
312,Male,23,18642,1
313,Female,36,49064,1
314,Male,22,29122,0
315,Male,20,83431,0
316,Female,18,70745,0
317,Male,55,65081,1
318,Male,32,91253,0
319,Male,51,51191,0
320,Female,52,25211,0
321,Female,42,126086,1
322,Male,41,116971,0
323,Female,29,108783,0
324,Female,35,140681,0
325,Female,32,102893,0
326,Female,33,92960,1
327,Male,44,99388,1
328,Male,25,37601,0
329,Female,42,34710,1
330,Female,34,123714,1
331,Male,46,143727,1
332,Male,25,78227,1
333,Female,32,99289,0
334,Male,44,20722,0
335,Female,24,96050,0
336,Female,20,98596,0
337,Male,46,81732,1
338,Male,41,83323,0
339,Female,20,38816,0
340,Female,37,55695,1
341,Male,32,70841,0
342,Female,42,143498,1
343,Male,47,122096,1
344,Female,31,107764,0
345,Male,24,100744,0
346,Male,34,43482,0
347,Male,37,24171,0
348,Female,53,115755,1
349,Female,26,123125,1
350,Male,55,145722,1
351,Female,39,121082,1
352,Male,19,18696,0
353,Male,41,141310,0
354,Female,25,34149,1
355,Female,28,145064,1
356,Male,30,68521,0
357,Female,34,60740,1
358,Female,25,121611,0
359,Male,38,81641,1
360,Male,35,78811,0
361,Female,47,78232,0
362,Male,35,30417,0
363,Male,48,127492,1
364,Female,55,45099,0
365,Male,49,133474,0
366,Male,28,24256,0
367,Female,42,49681,0
368,Female,50,106328,1
369,Male,55,58361,1
370,Male,58,49540,1
371,Female,25,99700,1
372,Female,28,93532,0
373,Female,39,142626,1
374,Female,41,148943,0
375,Male,58,61002,1
376,Female,34,64812,0
377,Female,29,123946,0
378,Male,49,81668,0
379,Female,32,114003,0
380,Male,33,57998,1
381,Female,39,119601,1
382,Female,45,22812,0
383,Female,37,76844,0
384,Male,50,148251,1
385,Male,27,89601,0
386,Female,57,62857,0
387,Male,49,140555,1
388,Male,50,35700,0
389,Male,19,108330,1
390,Male,50,78353,0
391,Male,50,115772,1
392,Male,58,106502,1
393,Female,30,128943,1
394,Female,47,124850,1
395,Male,50,60095,0
396,Female,30,30523,0
397,Female,43,77433,0
398,Female,39,34991,1
399,Female,56,25775,0
400,Male,19,99995,1
401,Female,55,137808,0
402,Female,56,22415,1
403,Male,43,52044,1
404,Male,32,64976,1
405,Female,51,18832,0
406,Female,59,49148,1
407,Female,57,127230,1
408,Female,28,100076,1
409,Female,20,53402,0
410,Female,23,53578,0
411,Male,26,105453,1
412,Female,23,90715,0
413,Female,26,126435,1
414,Male,56,110742,1
415,Male,48,60475,1
416,Male,49,75142,1
417,Male,58,108526,1
418,Female,29,66001,0
419,Female,25,72649,0
420,Female,25,40711,0
421,Female,45,45106,0
422,Female,37,80458,0
423,Female,24,145429,1
424,Male,28,116754,1
425,Female,37,141479,1
426,Male,33,43884,1
427,Male,21,17708,0
428,Female,23,33375,0
429,Male,39,30088,0
430,Female,43,72615,0
431,Male,20,125138,0
432,Female,58,25014,0
433,Male,59,149345,1
434,Female,31,117842,1
435,Female,28,93077,1
436,Female,35,67874,0
437,Female,29,84087,0
438,Female,40,27297,1
439,Male,29,42128,0
440,Male,30,83368,0
441,Male,42,93958,1
442,Female,36,47920,0
443,Male,53,148872,1
444,Female,25,148682,1
445,Female,46,92603,1
446,Male,49,48872,0
447,Male,35,25728,0
448,Female,23,110102,1
449,Male,35,137049,0
450,Female,36,35583,0
451,Female,39,100774,0
452,Female,54,141374,1
453,Female,49,106118,0
454,Female,58,80942,1
455,Male,20,28689,0
456,Male,45,48276,0
457,Female,27,116968,0
458,Female,52,28050,0
459,Male,46,81216,1
460,Male,32,99040,1
461,Female,50,36644,0
462,Male,24,77021,0
463,Female,29,57291,1
464,Male,47,147610,1
465,Female,38,56520,0
466,Male,48,40675,1
467,Female,41,15174,0
468,Male,37,107268,0
469,Male,54,49998,1
470,Female,21,120410,0
471,Male,45,90225,0
472,Female,37,59814,0
473,Male,41,100091,1
474,Female,49,65719,1
475,Male,58,144887,1
476,Female,53,48919,1
477,Male,51,88155,0
478,Female,53,86569,0
479,Male,19,56328,1
480,Female,32,39618,1
481,Female,51,49675,1
482,Female,53,33919,0
483,Male,23,19173,0
484,Female,56,124369,1
485,Male,59,41400,0
486,Female,29,85305,0
487,Male,20,103791,0
488,Female,35,85533,0
489,Male,57,118591,1
490,Male,38,146060,1
491,Female,32,54194,0
492,Male,50,124903,1
493,Male,52,146461,1
494,Female,43,114303,1
495,Male,25,128903,1
496,Male,53,82391,1
497,Male,47,73002,0
498,Female,40,50531,0
499,Male,59,19986,0
500,Female,31,47298,0
501,Male,31,16481,0
502,Male,19,71408,0
503,Male,54,136950,1
504,Female,22,140355,0
505,Male,55,42798,1
506,Male,58,106649,1
507,Female,31,79887,1
508,Male,56,34477,0
509,Female,42,142815,1
510,Female,37,142426,1
511,Male,19,39335,0
512,Female,56,101610,1
513,Male,23,26442,0
514,Female,34,61289,0
515,Female,42,68747,0
516,Male,45,52327,0
517,Female,19,87827,0
518,Female,52,121464,1
519,Female,54,146184,1
520,Female,22,102051,1
521,Female,18,74722,1
522,Male,57,107036,0
523,Female,29,81960,0
524,Male,53,34552,1
525,Female,40,15887,1
526,Male,48,46802,0
527,Male,28,100024,0
528,Female,27,133639,0
529,Female,20,133248,1
530,Female,31,96938,0
531,Male,33,137746,1
532,Female,27,41049,0
533,Male,46,92789,0
534,Male,27,99526,1
535,Male,29,61220,0
536,Female,47,61163,0
537,Female,58,149837,1
538,Male,18,132126,0
539,Male,22,96486,0
540,Female,37,90277,0
541,Male,25,119245,1
542,Female,60,137332,1
543,Male,29,37931,0
544,Female,18,104116,0
545,Male,37,70633,1
546,Female,45,66913,1
547,Male,60,109776,1
548,Female,54,40991,0
549,Female,54,119092,1
550,Male,29,110556,1
551,Male,54,77875,1
552,Female,45,77120,0
553,Male,32,148060,0
554,Female,23,125041,0
555,Male,37,143467,0
556,Female,31,133490,0
557,Female,19,141155,1
558,Female,26,43230,0
559,Female,54,74778,0
560,Female,37,60833,0
561,Female,43,37625,0
562,Male,46,47088,0
563,Male,18,118937,1
564,Male,52,91361,1
565,Female,23,103229,1
566,Female,54,105265,0
567,Female,22,112718,0
568,Female,50,75710,1
569,Male,31,109876,1
570,Male,29,45949,0
571,Female,59,83136,0
572,Male,37,126541,0
573,Male,41,76842,1
574,Female,60,41990,1
575,Male,51,45109,0
576,Female,42,145356,1
577,Male,46,143133,1
578,Female,56,16306,0
579,Female,48,18849,0
580,Female,60,27360,0
581,Female,40,126072,1
582,Male,55,109767,1
583,Female,37,69330,0
584,Female,40,66707,0
585,Female,33,33689,0
586,Male,59,44084,0
587,Female,25,55387,0
588,Male,38,89816,0
589,Female,18,17642,0
590,Male,25,57137,0
591,Male,46,77260,0
592,Female,49,63442,0
593,Male,55,118061,1
594,Female,22,149066,1
595,Female,39,140844,1
596,Female,51,114575,0
597,Male,18,16813,0
598,Male,43,108027,1
599,Female,60,138489,1
600,Female,27,99381,1
601,Male,47,70276,0
602,Female,35,56243,0
603,Female,34,75272,1
604,Female,43,80618,1
605,Male,25,16920,0
606,Male,57,121121,1
607,Male,29,91872,0
608,Female,44,96132,1
609,Female,25,17093,0
610,Female,42,27905,0
611,Male,21,136759,1
612,Female,50,45981,0
613,Female,18,88903,0
614,Female,36,85821,0
615,Female,48,124200,0
616,Male,33,97289,0
617,Male,31,131506,1
618,Female,22,93513,1
619,Male,58,65516,1
620,Male,43,84212,1
621,Female,45,148498,1
622,Female,19,145970,1
623,Male,23,105009,1
624,Female,26,59816,0
625,Male,50,19138,1
626,Female,58,106176,1
627,Male,42,90945,1
628,Female,30,19017,0
629,Male,26,25451,0
630,Male,30,108863,0
631,Male,48,25278,1
632,Female,58,58764,1
633,Male,28,138030,1
634,Male,21,147206,1
635,Female,51,77943,0
636,Female,55,110667,0
637,Male,21,69318,0
638,Male,55,118423,1
639,Female,36,118998,1
640,Female,23,75128,0
641,Female,51,36869,1
642,Female,35,20039,0
643,Female,30,127935,1
644,Male,58,25442,1
645,Female,40,88788,0
646,Male,36,134729,1
647,Male,28,42586,0
648,Male,18,68053,0
649,Female,41,101346,1
650,Male,24,82087,1
651,Male,42,49397,1
652,Female,38,73671,0
653,Male,32,131214,1
654,Male,18,81897,0
655,Female,29,29924,0
656,Male,24,128143,1
657,Male,32,125253,1
658,Male,38,115297,1
659,Female,36,15869,0
660,Female,46,112088,1
661,Female,42,16014,0
662,Male,50,25103,0
663,Male,49,125317,1
664,Female,52,97409,1
665,Male,55,38248,0
666,Male,43,23024,0
667,Female,28,100947,1
668,Female,52,106829,0
669,Male,25,107708,1
670,Male,31,101664,0
671,Male,27,100178,1
672,Female,19,116121,1
673,Female,26,35025,0
674,Female,20,78610,0
675,Female,38,85843,0
676,Male,43,122237,1
677,Female,25,145299,1
678,Female,19,20668,0
679,Female,23,88233,1
680,Female,45,96982,1
681,Female,46,121133,1
682,Male,43,25751,0
683,Male,42,61218,1
684,Female,29,141649,1
685,Male,22,22352,0
686,Female,51,103835,0
687,Female,54,112493,1
688,Male,32,43927,0
689,Male,53,116948,1
690,Female,32,44493,0
691,Female,60,46707,0
692,Female,40,50842,0
693,Male,23,28261,0
694,Female,60,91709,1
695,Female,38,110985,0
696,Female,40,121616,0
697,Male,60,82173,0
698,Female,33,46781,0
699,Female,32,28652,0
700,Male,42,20103,0
701,Female,53,40500,1
702,Female,28,115336,1
703,Male,32,128499,0
704,Female,21,64393,0
705,Male,38,62406,1
706,Male,30,78059,1
707,Female,39,97722,0
708,Female,36,27356,0
709,Female,51,143128,1
710,Female,31,17187,0
711,Male,21,92243,0
712,Female,44,50098,0
713,Male,46,149678,1
714,Female,45,72620,1
715,Female,52,141270,1
716,Female,25,29387,0
717,Male,33,84463,0
718,Female,59,148663,1
719,Female,53,106683,1
720,Female,47,77061,1
721,Female,35,96257,1
722,Male,19,76753,1
723,Female,30,99774,0
724,Male,21,38408,0
725,Male,43,139116,1
726,Male,42,146208,1
727,Male,47,32413,0
728,Male,28,128650,0
729,Male,24,74500,1
730,Female,48,99514,1
731,Male,27,71358,0
732,Male,56,81197,1
733,Male,30,91240,0
734,Female,48,31322,0
735,Female,24,128053,1
736,Male,59,21968,1
737,Female,59,42518,0
738,Male,53,66925,1
739,Male,37,126900,1
740,Female,21,108422,0
741,Male,24,16700,0
742,Female,18,108782,1
743,Female,59,38199,1
744,Male,30,20520,0
745,Male,39,124814,0
746,Female,38,138364,1
747,Male,39,29955,0
748,Male,45,79925,1
749,Male,26,122216,0
750,Female,43,85269,1
751,Female,26,56458,0
752,Male,32,104037,1
753,Female,27,114977,1
754,Female,41,58939,1
755,Female,59,44345,1
756,Female,25,125107,1
757,Female,41,136866,1
758,Male,33,84166,1
759,Male,43,112406,1
760,Male,44,64298,1
761,Female,54,59942,0
762,Female,21,18453,0
763,Male,41,117811,1
764,Female,36,69935,0
765,Male,53,137439,1
766,Male,56,23328,1
767,Male,27,30534,0
768,Female,42,100280,1
769,Female,35,51320,0
770,Male,36,64170,0
771,Male,53,115546,0
772,Male,27,95201,0
773,Male,50,23640,1
774,Female,22,147992,1
775,Female,52,58937,0
776,Male,51,85463,1
777,Male,50,108500,1
778,Female,38,52158,1
779,Female,34,99607,1
780,Male,39,134639,1
781,Male,54,86696,1
782,Male,32,76510,1
783,Female,52,135076,1
784,Female,45,73692,0
785,Female,24,145841,1
786,Male,49,30810,0
787,Male,28,126718,0
788,Female,27,105932,1
789,Female,26,15192,0
790,Male,31,51413,1
791,Female,30,54082,0
792,Female,42,80048,1
793,Male,19,138130,1
794,Female,52,65940,0
795,Male,24,55142,1
796,Male,38,51468,0
797,Male,35,144048,1
798,Male,20,57056,0
799,Male,59,66831,0
800,Male,56,74191,1
801,Male,58,136948,1
802,Female,28,123117,1
803,Male,56,29671,1
804,Male,41,42048,0
805,Female,36,40963,0
806,Female,21,58954,0
807,Female,43,110430,1
808,Male,55,15717,1
809,Female,59,26676,1
810,Male,49,133696,1
811,Male,56,145830,1
812,Male,53,19994,0
813,Male,57,19234,0
814,Female,54,84300,0
815,Female,50,58949,1
816,Male,53,52405,0
817,Male,20,49872,0
818,Male,26,57215,0
819,Female,25,38185,0
820,Male,50,56153,0
821,Male,23,92535,0
822,Female,58,148653,1
823,Female,56,66717,1
824,Male,21,17763,0
825,Female,30,107910,0
826,Female,19,70480,0
827,Male,22,133094,0
828,Female,44,26064,0
829,Male,49,91848,1
830,Female,38,52548,0
831,Male,25,21476,0
832,Male,55,105101,1
833,Male,25,17382,1
834,Female,20,94698,0
835,Male,20,60095,0
836,Female,39,144974,1
837,Male,23,42197,0
838,Male,19,142619,0
839,Female,40,37010,0
840,Male,19,102923,1
841,Male,55,148962,0
842,Female,34,145526,1
843,Male,52,124162,1
844,Male,51,135927,0
845,Male,40,23026,1
846,Male,47,79925,1
847,Female,25,83842,1
848,Female,39,48665,0
849,Male,53,24277,1
850,Female,22,63008,0
851,Male,30,29683,0
852,Female,46,146742,0
853,Male,48,93542,1
854,Male,33,69319,0
855,Male,59,107067,1
856,Male,47,83975,0
857,Male,33,116158,0
858,Male,29,26577,0
859,Female,34,92299,1
860,Male,33,35176,1
861,Female,29,78972,0
862,Male,25,135018,1
863,Female,37,34996,0
864,Female,20,115922,0
865,Female,33,101598,1
866,Male,47,50931,0
867,Male,40,139168,1
868,Female,45,138099,0
869,Male,57,49693,1
870,Female,22,123944,0
871,Male,37,32374,0
872,Female,57,96471,1
873,Female,18,60913,0
874,Male,47,138683,1
875,Female,38,59516,1
876,Male,37,102796,0
877,Female,23,41069,0
878,Female,39,133333,1
879,Male,35,99811,0
880,Male,25,133028,0
881,Male,56,54178,0
882,Female,49,47821,0
883,Male,50,31999,0
884,Female,33,53712,1
885,Female,29,48722,1
886,Male,55,25625,0
887,Male,51,21859,1
888,Female,31,125986,0
889,Female,53,36839,0
890,Male,50,42216,1
891,Male,40,67953,0
892,Male,19,64522,0
893,Male,58,126249,1
894,Male,38,22485,0
895,Female,19,127701,0
896,Female,44,117638,1
897,Female,26,27226,0
898,Female,18,108405,0
899,Male,28,37588,0
900,Male,20,52019,0
901,Male,40,80133,1
902,Female,43,129444,1
903,Female,21,132603,0
904,Male,35,143585,0
905,Male,23,58395,0
906,Female,52,140814,0
907,Female,39,127599,1
908,Male,60,40939,1
909,Male,32,15203,0
910,Female,39,44063,0
911,Male,54,105880,1
912,Male,59,18748,1
913,Male,29,132269,1
914,Female,59,95764,1
915,Female,55,123036,1
916,Female,35,131525,0
917,Female,52,100679,1
918,Female,47,140829,1
919,Female,41,143216,1
920,Female,59,148175,1
921,Male,47,80901,1
922,Male,31,113046,0
923,Male,23,105012,0
924,Male,20,93278,1
925,Male,33,27391,0
926,Male,24,117476,0
927,Male,31,135721,1
928,Female,26,112537,1
929,Female,32,96159,1
930,Male,38,146040,1
931,Male,52,50503,0
932,Female,19,90403,0
933,Male,44,79286,1
934,Male,19,89842,0
935,Female,52,119927,1
936,Male,35,29908,0
937,Female,31,52228,0
938,Male,37,38386,0
939,Female,35,43302,0
940,Female,27,75815,1
941,Female,42,78344,0
942,Male,19,126603,1
943,Female,42,76114,0
944,Male,50,40525,0
945,Male,53,94818,1
946,Male,48,129589,1
947,Male,31,109715,1
948,Female,18,21644,0
949,Female,33,116154,1
950,Male,20,58469,1
951,Male,52,121609,1
952,Female,58,80206,0
953,Male,23,111462,0
954,Female,42,98178,0
955,Male,30,101724,1
956,Male,51,111393,1
957,Female,25,142314,0
958,Male,38,91312,1
959,Female,51,90324,0
960,Male,21,86196,0
961,Male,42,85014,0
962,Male,32,48340,1
963,Female,21,54850,0
964,Male,29,128711,1
965,Male,49,26094,1
966,Male,49,102959,1
967,Male,45,20741,0
968,Female,30,126585,1
969,Female,48,137564,1
970,Male,31,83798,1
971,Female,37,131026,1
972,Male,35,125130,1
973,Male,46,37164,1
974,Male,23,45257,0
975,Female,49,110989,1
976,Female,46,67691,1
977,Female,60,94768,0
978,Female,19,29026,0
979,Female,40,45908,0
980,Female,36,34610,0
981,Female,48,78185,1
982,Female,22,87567,0
983,Female,36,51182,0
984,Male,51,131136,0
985,Female,27,146642,1
986,Female,42,34288,1
987,Female,19,93824,0
988,Female,28,99425,1
989,Female,48,15917,1
990,Female,32,90602,0
991,Female,26,79575,0
992,Female,40,87518,1
993,Female,36,54104,1
994,Female,26,31999,1
995,Female,52,76169,1
996,Male,38,144744,1
997,Male,26,125684,1
998,Female,45,74821,0
999,Female,24,27192,0
1000,Male,33,89102,0
1001,Female,33,129894,1
1002,Male,50,101795,1
1003,Male,21,81677,1
1004,Male,21,149327,1
1005,Male,56,117412,1
1006,Male,57,34404,0
1007,Female,34,131545,1
1008,Male,54,38989,1
1009,Female,56,123106,0
1010,Female,46,39519,1
1011,Male,53,37439,0
1012,Male,55,133570,1
1013,Female,56,29995,1
1014,Male,54,38559,0
1015,Male,52,104049,1
1016,Female,24,113000,1
1017,Female,44,54350,1
1018,Male,45,40517,1
1019,Female,39,104132,0
1020,Male,31,74546,1
1021,Male,24,120686,1
1022,Male,54,103151,1
1023,Female,39,18327,0
1024,Female,22,135318,1
1025,Female,19,130945,1
1026,Female,44,61830,0
1027,Female,38,67446,0
1028,Male,55,84341,1
1029,Male,32,46085,0
1030,Male,38,70571,0
1031,Male,27,143308,1
1032,Female,40,20750,0
1033,Male,56,128931,1
1034,Female,22,93768,0
1035,Male,18,50903,0
1036,Female,30,106036,1
1037,Female,38,102954,1
1038,Male,43,98014,1
1039,Male,38,132305,1
1040,Male,35,47101,1
1041,Male,54,17775,0
1042,Female,49,126497,1
1043,Male,53,60619,1
1044,Male,34,72124,0
1045,Female,52,80149,1
1046,Male,28,41616,0
1047,Male,38,76799,0
1048,Male,43,105221,1
1049,Male,21,129879,1
1050,Male,51,40479,1
1051,Female,35,114165,1
1052,Male,57,70863,0
1053,Male,52,97569,1
1054,Male,58,31351,0
1055,Male,46,59825,0
1056,Male,46,26349,0
1057,Female,55,59254,0
1058,Male,59,53225,1
1059,Female,38,27453,1
1060,Female,59,92694,1
1061,Male,30,30735,1
1062,Male,58,62893,1
1063,Male,34,142006,0
1064,Male,26,60066,0
1065,Female,58,149445,1
1066,Male,18,25692,0
1067,Male,19,60541,0
1068,Male,46,81983,0
1069,Male,50,135747,1
1070,Male,27,100103,0
1071,Male,57,40566,1
1072,Female,38,88193,1
1073,Female,45,136015,1
1074,Male,28,145956,1
1075,Male,51,85744,1
1076,Male,25,48455,1
1077,Female,39,69219,0
1078,Male,25,60991,0
1079,Female,32,88616,1
1080,Male,34,102438,0
1081,Male,40,131841,1
1082,Male,41,73870,1
1083,Male,36,101694,1
1084,Female,22,58856,0
1085,Female,49,116407,0
1086,Male,18,46379,0
1087,Male,40,79729,0
1088,Female,54,69353,0
1089,Female,25,29031,1
1090,Female,30,80982,0
1091,Female,25,51683,0
1092,Male,40,129091,1
1093,Female,60,132797,0
1094,Male,18,21587,0
1095,Female,41,77790,0
1096,Female,52,46480,0
1097,Female,41,38569,0
1098,Female,34,26151,0
1099,Female,22,59739,0
1100,Male,37,47954,0
1101,Male,38,124373,0
1102,Female,57,49700,1
1103,Female,48,138728,1
1104,Male,53,81788,1
1105,Female,28,86045,0
1106,Female,32,142992,1
1107,Male,36,95059,1
1108,Female,24,16881,0
1109,Female,45,147702,0
1110,Male,60,35789,1
1111,Male,22,141083,1
1112,Male,22,103059,0
1113,Female,47,61151,1
1114,Male,49,124388,1
1115,Male,25,18262,0
1116,Male,27,81981,0
1117,Male,55,135951,1
1118,Male,49,138099,1
1119,Male,45,96972,1
1120,Female,34,90485,1
1121,Female,48,69722,0
1122,Male,25,104499,0
1123,Male,57,21901,1
1124,Male,42,132473,0
1125,Female,26,23597,0
1126,Female,19,144631,1
1127,Female,32,78909,1
1128,Female,20,87391,0
1129,Female,53,78293,0
1130,Female,21,26874,1
1131,Female,31,101402,0
1132,Female,58,29079,1
1133,Female,58,87779,0
1134,Male,42,110408,0
1135,Male,27,135606,1
1136,Male,38,135062,1
1137,Male,53,27100,0
1138,Female,29,72021,1
1139,Female,44,143126,1
1140,Male,57,107446,1
1141,Female,19,44437,0
1142,Male,30,35862,0
1143,Female,49,26669,1
1144,Male,48,136219,0
1145,Female,33,30916,0
1146,Female,49,25878,1
1147,Male,49,17985,1
1148,Female,51,56235,0
1149,Male,28,33931,0
